Id,SalePrice
1461,113420.340145
1462,160050.255538
1463,183992.382772
1464,197701.574315
1465,195923.137034
1466,171458.941477
1467,171851.534076
1468,157683.215944
1469,205329.367183
1470,116849.440652
1471,177225.648522
1472,96096.0086551
1473,93915.130203
1474,144861.937682
1475,107921.247783
1476,357620.005916
1477,249794.682304
1478,293018.90893
1479,296603.16097
1480,465618.25288
1481,318652.818147
1482,212641.339034
1483,181419.81345
1484,159913.498507
1485,196143.876298
1486,196510.925924
1487,326771.065858
1488,235969.610942
1489,191901.294373
1490,251569.403205
1491,192190.690548
1492,92104.2551079
1493,187749.483984
1494,287088.959242
1495,292324.28933
1496,245320.666145
1497,182504.179973
1498,167093.986807
1499,167288.901364
1500,162896.11093
1501,179846.340882
1502,149781.345392
1503,277206.169357
1504,247378.101996
1505,233318.232033
1506,198864.54366
1507,241521.712705
1508,196143.704228
1509,163448.092794
1510,145611.988332
1511,149924.377652
1512,179964.755392
1513,141645.793076
1514,147285.97678
1515,188436.235039
1516,156981.393578
1517,170169.293455
1518,134322.124732
1519,197055.504072
1520,128863.517671
1521,133760.031753
1522,185365.875538
1523,109244.030294
1524,136115.809967
1525,118273.525418
1526,112508.890177
1527,107331.245658
1528,133282.835058
1529,151608.413717
1530,183830.125599
1531,107125.144569
1532,97903.1581215
1533,154465.871751
1534,123939.519197
1535,144296.490003
1536,107688.756911
1537,47632.1583419
1538,136800.574962
1539,201340.238145
1540,94512.8229197
1541,142045.51697
1542,133500.632445
1543,182119.54854
1544,84935.6191871
1545,119736.73686
1546,134602.166983
1547,130838.987585
1548,139597.186756
1549,118926.559167
1550,134686.925198
1551,110534.164147
1552,138549.502102
1553,151492.128072
1554,119116.737487
1555,167858.059247
1556,96613.237365
1557,106774.624005
1558,100371.697774
1559,67376.0127955
1560,134219.447877
1561,125444.048158
1562,128660.422622
1563,121481.284422
1564,160282.639828
1565,150401.592344
1566,244712.682979
1567,76428.6528705
1568,237042.273
1569,120983.95727
1570,142253.787691
1571,125118.854212
1572,142141.085081
1573,245638.830346
1574,116965.107378
1575,239775.271597
1576,246709.280174
1577,177044.085416
1578,156974.367783
1579,143178.700647
1580,192677.967094
1581,159675.4453
1582,123983.911927
1583,276155.213421
1584,214979.257307
1585,137204.725748
1586,57212.8241274
1587,111828.507808
1588,156968.679246
1589,99222.1756073
1590,130544.134403
1591,94503.4792381
1592,122233.606371
1593,121556.455447
1594,120944.67368
1595,99699.9539547
1596,215746.831664
1597,198738.277065
1598,221629.346661
1599,171887.115708
1600,158490.853401
1601,55013.2250601
1602,114655.847783
1603,90920.0474811
1604,263422.976418
1605,236406.610188
1606,166351.656336
1607,172906.62229
1608,214578.690243
1609,179002.845071
1610,150425.239172
1611,140716.103541
1612,172783.722158
1613,159292.579715
1614,132873.162013
1615,96077.0291283
1616,77999.5116954
1617,91916.3144163
1618,118801.822487
1619,137083.599449
1620,136827.194679
1621,134550.573307
1622,138411.23398
1623,269130.071413
1624,220005.741207
1625,119453.735829
1626,165557.215239
1627,188691.45712
1628,284374.948042
1629,182617.593859
1630,341429.722703
1631,218486.432414
1632,248217.118899
1633,177648.474174
1634,190205.522893
1635,179572.529896
1636,152147.935476
1637,202582.699837
1638,179828.290525
1639,188980.102597
1640,246843.338961
1641,182438.64733
1642,257065.629329
1643,214352.372908
1644,239490.46421
1645,204508.943158
1646,159909.983524
1647,161604.137754
1648,129236.565184
1649,142415.316044
1650,111546.407284
1651,113323.140973
1652,98071.2733404
1653,100373.369551
1654,141326.915871
1655,132988.188301
1656,138254.455088
1657,143306.219622
1658,145468.962985
1659,112486.456981
1660,154414.052779
1661,405553.905611
1662,393060.526909
1663,358360.765289
1664,464311.951317
1665,292925.358551
1666,334534.271975
1667,371917.637883
1668,330221.308652
1669,308338.861019
1670,333537.979341
1671,260633.917139
1672,389138.728681
1673,281655.937917
1674,229194.611378
1675,201101.846636
1676,202377.486362
1677,223254.210934
1678,442300.011431
1679,403790.085978
1680,337072.127816
1681,240881.287288
1682,321383.459449
1683,186799.41211
1684,170732.2779
1685,177782.763732
1686,170328.58535
1687,176528.52306
1688,192840.107195
1689,192773.259728
1690,197794.193221
1691,188993.521376
1692,265067.180222
1693,171862.590052
1694,181935.995927
1695,164276.700586
1696,258749.552262
1697,168338.544184
1698,337881.578331
1699,307462.193197
1700,264847.283937
1701,282158.928609
1702,238160.371279
1703,240023.773213
1704,271329.764382
1705,250173.387581
1706,435171.262783
1707,217050.111328
1708,201314.465716
1709,253043.333214
1710,225207.758409
1711,279319.120418
1712,248216.570482
1713,285143.81482
1714,233215.934834
1715,216924.988217
1716,179430.23856
1717,176503.03785
1718,136067.548987
1719,215817.174365
1720,234393.990436
1721,161091.350382
1722,124967.420796
1723,154559.183674
1724,197623.136594
1725,243237.036599
1726,194429.02387
1727,159424.774719
1728,174899.261262
1729,166046.291584
1730,153849.650552
1731,121713.049461
1732,125593.934457
1733,113391.171041
1734,117527.482789
1735,126752.770633
1736,108068.751699
1737,302989.662819
1738,258252.940687
1739,241259.707946
1740,213517.46899
1741,195902.028884
1742,179206.545967
1743,182520.372218
1744,323069.72353
1745,214654.572418
1746,182183.511825
1747,224154.289425
1748,215533.673088
1749,146730.104105
1750,127545.27661
1751,254312.541299
1752,116677.989106
1753,152567.635612
1754,190387.83571
1755,172468.423234
1756,127382.597194
1757,121773.139465
1758,144586.224717
1759,174831.837253
1760,162991.548854
1761,149732.612949
1762,178560.604094
1763,205653.80566
1764,115579.353955
1765,166804.19046
1766,193000.566443
1767,214265.087837
1768,145731.654312
1769,174435.88297
1770,152459.862628
1771,123149.710701
1772,138183.395857
1773,120122.208587
1774,145297.872532
1775,145539.61178
1776,132116.143079
1777,111930.907644
1778,142702.311733
1779,118189.662385
1780,175504.470049
1781,133965.582701
1782,82586.0823717
1783,139789.260083
1784,111044.535087
1785,131626.294384
1786,147319.588071
1787,172504.196542
1788,57228.3446957
1789,99760.0142055
1790,81638.2243097
1791,180036.331224
1792,166456.961563
1793,131501.244452
1794,151830.568242
1795,137827.876754
1796,139082.22945
1797,109634.732159
1798,122572.81582
1799,111941.045893
1800,135320.536554
1801,120683.378762
1802,134988.786521
1803,147951.935882
1804,140553.319008
1805,137486.576594
1806,119466.229878
1807,137939.584649
1808,127725.167483
1809,127640.89842
1810,140585.28518
1811,105049.440926
1812,101849.900456
1813,121733.172363
1814,93849.1465623
1815,47216.0054756
1816,104825.877322
1817,113293.826478
1818,168053.637189
1819,131495.370513
1820,66592.2597335
1821,121459.779147
1822,151556.495413
1823,53958.8863484
1824,135796.55355
1825,136729.431961
1826,108607.444832
1827,101756.278468
1828,135900.916726
1829,119637.540313
1830,141359.092716
1831,148517.797517
1832,61683.9219439
1833,142720.848901
1834,119503.397998
1835,119361.981614
1836,122619.998191
1837,88808.9560367
1838,127767.880513
1839,100162.646352
1840,138547.359936
1841,138448.361063
1842,88605.0695205
1843,131929.443216
1844,148670.978011
1845,141783.575854
1846,156658.076711
1847,184040.246267
1848,46589.8979957
1849,118727.858941
1850,119092.957771
1851,169306.109847
1852,127205.226484
1853,126235.27166
1854,168703.48593
1855,158218.546977
1856,227640.495771
1857,152635.932085
1858,127601.999108
1859,118893.411487
1860,140104.63261
1861,118082.910424
1862,308926.74188
1863,284272.822963
1864,284368.866457
1865,342413.575005
1866,326697.757062
1867,209639.542976
1868,284251.17967
1869,199346.032189
1870,214004.970194
1871,260649.227225
1872,178052.362814
1873,243939.709975
1874,151454.008493
1875,201961.356265
1876,199555.17229
1877,211363.658474
1878,201394.150698
1879,130386.426803
1880,129580.955976
1881,236977.951097
1882,237056.750054
1883,185560.772868
1884,202324.031106
1885,247206.735382
1886,291230.942857
1887,220765.84284
1888,251910.550361
1889,174240.080636
1890,117920.865827
1891,135592.11986
1892,95433.8431773
1893,136518.707371
1894,129215.834907
1895,140590.430832
1896,127487.83022
1897,110748.344283
1898,116602.367291
1899,169888.484735
1900,157437.698169
1901,172812.822519
1902,155177.551611
1903,219465.176332
1904,141601.062948
1905,203089.657975
1906,157123.856061
1907,221336.777645
1908,103921.669882
1909,127923.40224
1910,117952.832922
1911,220875.78519
1912,342794.841011
1913,140481.311423
1914,67963.0825686
1915,307906.367786
1916,58419.1590553
1917,238634.280315
1918,137632.906021
1919,190780.163405
1920,158735.512839
1921,353156.555302
1922,308403.135796
1923,239621.096665
1924,227792.956249
1925,195365.077806
1926,357921.205848
1927,136767.592292
1928,157186.0814
1929,125170.969098
1930,128031.13554
1931,139375.80084
1932,137404.01442
1933,195083.57788
1934,180112.386986
1935,173947.461057
1936,199479.569072
1937,180494.141179
1938,180220.144563
1939,245416.43967
1940,189851.875927
1941,162385.848972
1942,188332.664944
1943,220482.549038
1944,374894.711835
1945,390941.170107
1946,121994.138272
1947,315118.048923
1948,176153.384278
1949,261563.922774
1950,190399.145673
1951,248114.627743
1952,213013.215343
1953,172089.250894
1954,179393.13058
1955,141435.078437
1956,296026.587104
1957,153612.014135
1958,275117.35373
1959,149297.547231
1960,113365.539437
1961,114250.623378
1962,96288.1311346
1963,105080.120545
1964,105133.083319
1965,139621.677373
1966,139079.996229
1967,300465.524711
1968,419047.365132
1969,377672.040318
1970,396238.109958
1971,448137.475355
1972,356401.203031
1973,267208.439121
1974,339039.033237
1975,472412.620439
1976,267136.651958
1977,339676.66798
1978,339224.702526
1979,321374.807824
1980,207851.745686
1981,340143.796889
1982,213259.005984
1983,199657.277163
1984,175927.635087
1985,228004.4238
1986,203377.73338
1987,189292.527647
1988,173188.732199
